fioul,hydraulique,prevision_j,nature,ech_comm_italie,ech_physiques,ech_comm_angleterre,charbon,nucleaire,date_heure,heure,solaire,perimetre,ech_comm_espagne,consommation,pompage,ech_comm_suisse,date,gaz,bioenergies,gaz_cogen,taux_co2,ech_comm_allemagne_belgique,eolien,prevision_j1,recordid
,,56600,Données définitives,,,,,,2012-01-06 03:45:00+00:00,04:45,,France,,,,,2012-01-06,,,,,,,55950,405db8ed45049b613ae34044e3e04d2fc81d5444
492.0,6977.0,56300,Données définitives,-811.0,-7329.0,-1750.0,208.0,52119.0,2012-01-06 03:30:00+00:00,04:30,0.0,France,-974.0,57537.0,-3185.0,-1865.0,2012-01-06,3820.0,704.0,ND,38.0,-1721,3730.0,55700,0e389fe56a009854000ab4af00f34f0b55bd8c2a
,,56400,Données définitives,,,,,,2012-01-06 03:15:00+00:00,04:15,,France,,,,,2012-01-06,,,,,,,55850,9714f8c2b9af85608d0c82aa8b729de02ce596f4
491.0,6740.0,56500,Données définitives,-811.0,-6814.0,-1750.0,165.0,51876.0,2012-01-06 03:00:00+00:00,04:00,0.0,France,-974.0,57826.0,-2963.0,-1865.0,2012-01-06,3791.0,705.0,ND,37.0,-1721,3835.0,56000,4630470327e17f322225f334b154e5f2532e4da7
,,56850,Données définitives,,,,,,2012-01-06 02:45:00+00:00,03:45,,France,,,,,2012-01-06,,,,,,,56400,b931a70a9d9fb48ada6af48344beb93a94dd7b8e
491.0,6691.0,57200,Données définitives,-811.0,-6795.0,-1750.0,108.0,52398.0,2012-01-06 02:30:00+00:00,03:30,0.0,France,-1400.0,58304.0,-2961.0,-2021.0,2012-01-06,3816.0,704.0,ND,36.0,-596,3851.0,56800,6fb4625aafbd412e56da931be3fa492cf5266021
,,57750,Données définitives,,,,,,2012-01-06 02:15:00+00:00,03:15,,France,,,,,2012-01-06,,,,,,,57450,9db9067e94ef7853f3ffb6ededab740f0eb5d96a
491.0,6674.0,58300,Données définitives,-811.0,-6556.0,-1750.0,75.0,53399.0,2012-01-06 02:00:00+00:00,03:00,0.0,France,-1400.0,59581.0,-2966.0,-2021.0,2012-01-06,3803.0,706.0,ND,35.0,-596,3956.0,58100,5dc338220b250a1b8f07e7c8cb4e533e29a17473
,,59100,Données définitives,,,,,,2012-01-06 01:45:00+00:00,02:45,,France,,,,,2012-01-06,,,,,,,58950,cef24b932533f7f87b203e57cefb3a4a5cfcda29
490.0,7084.0,59900,Données définitives,-834.0,-6540.0,-1750.0,48.0,54389.0,2012-01-06 01:30:00+00:00,02:30,0.0,France,-1167.0,61353.0,-2689.0,-2034.0,2012-01-06,3796.0,712.0,ND,34.0,-522,4062.0,59800,5052f8daad26c44a9d6dbb35ea389f61887dd5ee
,,60500,Données définitives,,,,,,2012-01-06 01:15:00+00:00,02:15,,France,,,,,2012-01-06,,,,,,,60250,41b1d96a80768d48b719d6742a8e671eba9f39db
488.0,7430.0,61100,Données définitives,-834.0,-7356.0,-1750.0,24.0,54882.0,2012-01-06 01:00:00+00:00,02:00,0.0,France,-1167.0,61719.0,-2335.0,-2034.0,2012-01-06,3799.0,706.0,ND,33.0,-522,4081.0,60700,ba54e0cc5df8c4736e9c6c3cf5b980c18ac94441
,,61050,Données définitives,,,,,,2012-01-06 00:45:00+00:00,01:45,,France,,,,,2012-01-06,,,,,,,60750,bd0a27be108a1b1c89a7683b6b9ba56e83854c3e
485.0,7444.0,61000,Données définitives,-861.0,-7273.0,-1750.0,18.0,55405.0,2012-01-06 00:30:00+00:00,01:30,0.0,France,-1397.0,62045.0,-2925.0,-2176.0,2012-01-06,4130.0,708.0,ND,34.0,-875,4053.0,60800,687ef4abba058de073480d6da5681371b28359c0
,,60800,Données définitives,,,,,,2012-01-06 00:15:00+00:00,01:15,,France,,,,,2012-01-06,,,,,,,60600,6c400ef0cb0d40aa89f132ec73f4f1642caccd6c
485.0,7699.0,60600,Données définitives,-861.0,-7507.0,-1750.0,0.0,55610.0,2012-01-06 00:00:00+00:00,01:00,0.0,France,-1397.0,62255.0,-2935.0,-2176.0,2012-01-06,4171.0,689.0,ND,34.0,-875,4042.0,60400,180b267feb50e5dcbe32673df4ae8ac3227385e3
,,61750,Données définitives,,,,,,2012-01-05 23:45:00+00:00,00:45,,France,,,,,2012-01-06,,,,,,,61450,0c6506b4f14cfac4dfffd0bd650b60c7a7de937e
485.0,8542.0,62900,Données définitives,-861.0,-7369.0,-1750.0,0.0,56093.0,2012-01-05 23:30:00+00:00,00:30,0.0,France,-1200.0,64862.0,-1986.0,-2174.0,2012-01-06,4296.0,686.0,ND,33.0,-1344,4116.0,62500,bf54f3998d93b728a6014448854a9aca4f928b6c
,,63850,Données définitives,,,,,,2012-01-05 23:15:00+00:00,00:15,,France,,,,,2012-01-06,,,,,,,63400,e38567b3a13ff7da72c818098ef76b3f087ecccc
486.0,9009.0,64800,Données définitives,-861.0,-8139.0,-1750.0,0.0,56902.0,2012-01-05 23:00:00+00:00,00:00,0.0,France,-1200.0,66515.0,-1098.0,-2174.0,2012-01-06,4585.0,684.0,ND,34.0,-1344,4085.0,64300,9989e98079b8d992e744aca1649086b69eaf17d9
,,64600,Données définitives,,,,,,2012-01-05 22:45:00+00:00,23:45,,France,,,,,2012-01-05,,,,,,,64350,74c4427e306d7ae1837efa8c139675161ed4c0fd
486.0,9244.0,64900,Données définitives,-861.0,-8412.0,-1750.0,0.0,57245.0,2012-01-05 22:30:00+00:00,23:30,0.0,France,-1093.0,66910.0,-1092.0,-2591.0,2012-01-05,4580.0,686.0,ND,33.0,-1697,4174.0,64400,638f1db6368c6b7bfa016449e9ff844470d16514
,,65800,Données définitives,,,,,,2012-01-05 22:15:00+00:00,23:15,,France,,,,,2012-01-05,,,,,,,65350,3b872da03978d9727803a281fd5621ff895faa10
484.0,10148.0,66700,Données définitives,-861.0,-8481.0,-1750.0,0.0,57036.0,2012-01-05 22:00:00+00:00,23:00,0.0,France,-1093.0,68169.0,-562.0,-2591.0,2012-01-05,4581.0,684.0,ND,33.0,-1697,4278.0,66300,8cbcfd27bd36169e46f8bab7b1d557fbac4728e5
,,65950,Données définitives,,,,,,2012-01-05 21:45:00+00:00,22:45,,France,,,,,2012-01-05,,,,,,,65550,e43c3167f0581c28473380d544364d6d0a62a079
486.0,9053.0,65200,Données définitives,-861.0,-8758.0,-1750.0,0.0,56455.0,2012-01-05 21:30:00+00:00,22:30,0.0,France,-1200.0,66070.0,-736.0,-2700.0,2012-01-05,4541.0,684.0,ND,33.0,-1622,4346.0,64800,84e254cc306f719372ca78a33932e2c817105ad4
,,64750,Données définitives,,,,,,2012-01-05 21:15:00+00:00,22:15,,France,,,,,2012-01-05,,,,,,,64300,4d9de370de887a816ac6e4819847bbddbe9fe0b2
486.0,9181.0,64300,Données définitives,-861.0,-8822.0,-1750.0,0.0,56507.0,2012-01-05 21:00:00+00:00,22:00,0.0,France,-1200.0,66269.0,-717.0,-2700.0,2012-01-05,4560.0,683.0,ND,33.0,-1622,4391.0,63800,9dd8e26f4a9ac355c2ce6274040485c0977a3386
,,65200,Données définitives,,,,,,2012-01-05 20:45:00+00:00,21:45,,France,,,,,2012-01-05,,,,,,,64700,34c7b7e32cc912284c59447176cb68a2ea329983
488.0,9945.0,66100,Données définitives,-860.0,-8893.0,-1750.0,0.0,56987.0,2012-01-05 20:30:00+00:00,21:30,0.0,France,-1056.0,68036.0,-239.0,-2511.0,2012-01-05,4550.0,686.0,ND,33.0,-2492,4513.0,65600,4afbdfdc26fa2009f5444e3728ed7fc4b1fb7569
,,67050,Données définitives,,,,,,2012-01-05 20:15:00+00:00,21:15,,France,,,,,2012-01-05,,,,,,,66500,6be2dfc4aadb385611ea32d63d761f3bed36167b
489.0,10615.0,68000,Données définitives,-860.0,-7973.0,-1750.0,0.0,57348.0,2012-01-05 20:00:00+00:00,21:00,0.0,France,-1056.0,70197.0,-53.0,-2511.0,2012-01-05,4568.0,686.0,ND,32.0,-2492,4517.0,67400,e5470fb458e2adea734458d77ef03aae7b32055e
,,69400,Données définitives,,,,,,2012-01-05 19:45:00+00:00,20:45,,France,,,,,2012-01-05,,,,,,,68800,c32fdb95f7f145e423fd3978181197ccf1e22217
488.0,12305.0,70800,Données définitives,-861.0,-7860.0,-1750.0,0.0,57647.0,2012-01-05 19:30:00+00:00,20:30,0.0,France,-774.0,72432.0,-25.0,-2282.0,2012-01-05,4595.0,684.0,ND,31.0,-1987,4596.0,70200,8685e140dee5fa7ee0efb76ed20fd571ff32a64d
,,71550,Données définitives,,,,,,2012-01-05 19:15:00+00:00,20:15,,France,,,,,2012-01-05,,,,,,,70950,3087474a9918cb2fa402b9b657c0258c7dd144c5
488.0,13124.0,72300,Données définitives,-861.0,-6208.0,-1750.0,0.0,57536.0,2012-01-05 19:00:00+00:00,20:00,0.0,France,-774.0,74868.0,-24.0,-2282.0,2012-01-05,4624.0,678.0,ND,31.0,-1987,4652.0,71700,a080c3d98c3bf9e6beddb42fcce48fe45dccde33
,,73350,Données définitives,,,,,,2012-01-05 18:45:00+00:00,19:45,,France,,,,,2012-01-05,,,,,,,72700,b8f875b12cff8332eaff9305b8e8e98f8dd42d92
489.0,14375.0,74400,Données définitives,-861.0,-5989.0,-1750.0,0.0,57929.0,2012-01-05 18:30:00+00:00,19:30,0.0,France,-79.0,76928.0,-24.0,-1487.0,2012-01-05,4643.0,690.0,ND,31.0,-1514,4815.0,73700,07ac96c75aefcd3b8ff24db12a18fd6516b9c43b
,,75500,Données définitives,,,,,,2012-01-05 18:15:00+00:00,19:15,,France,,,,,2012-01-05,,,,,,,74800,e0a903a0c628a119123aad20ff7932251ce0d71a
491.0,15872.0,76600,Données définitives,-861.0,-6215.0,-1750.0,0.0,58002.0,2012-01-05 18:00:00+00:00,19:00,0.0,France,-79.0,78351.0,-24.0,-1487.0,2012-01-05,4690.0,688.0,ND,30.0,-1514,4848.0,75900,511482783c10f3eff081b7dd28d8b30443b56d65
,,75700,Données définitives,,,,,,2012-01-05 17:45:00+00:00,18:45,,France,,,,,2012-01-05,,,,,,,74900,f6f51fa7209542546bde24d2235c547b350b9c24
490.0,14727.0,74800,Données définitives,-861.0,-6315.0,-1750.0,0.0,57793.0,2012-01-05 17:30:00+00:00,18:30,0.0,France,829.0,76939.0,-77.0,-1848.0,2012-01-05,4657.0,686.0,ND,31.0,-2261,4977.0,73900,6c00605569e47d7c8a3ade7d25d1118abe1b6e96
,,74450,Données définitives,,,,,,2012-01-05 17:15:00+00:00,18:15,,France,,,,,2012-01-05,,,,,,,73450,a67f872def41f1166c54d6fe4d02cf69e7816fb5
487.0,13671.0,74100,Données définitives,-861.0,-6491.0,-1750.0,0.0,57719.0,2012-01-05 17:00:00+00:00,18:00,0.0,France,829.0,75752.0,-77.0,-1848.0,2012-01-05,4668.0,680.0,ND,31.0,-2261,5095.0,73000,785055aaf2bc1c4929b78fd72b4f7f2fa9dc1a4a
,,72750,Données définitives,,,,,,2012-01-05 16:45:00+00:00,17:45,,France,,,,,2012-01-05,,,,,,,71500,3c6fd4bde371bfedd612de5d867c20cd95e8dd9c
491.0,11690.0,71400,Données définitives,-861.0,-6185.0,-1741.0,0.0,57178.0,2012-01-05 16:30:00+00:00,17:30,1.0,France,716.0,73496.0,-75.0,-1516.0,2012-01-05,4629.0,675.0,ND,32.0,-2810,5092.0,70000,db687bf2ca1a984c15504ee5a51c4af1f0633bc9
,,70400,Données définitives,,,,,,2012-01-05 16:15:00+00:00,17:15,,France,,,,,2012-01-05,,,,,,,68900,d78853a81d5a28099a1a1228ae4ea6c5aa66c427
574.0,11770.0,69400,Données définitives,-861.0,-8807.0,-1741.0,0.0,57177.0,2012-01-05 16:00:00+00:00,17:00,14.0,France,716.0,71096.0,-67.0,-1516.0,2012-01-05,4642.0,672.0,ND,32.0,-2810,5120.0,67800,e82e362333ac00c099204ae498c453e99e77f5e1
,,69050,Données définitives,,,,,,2012-01-05 15:45:00+00:00,16:45,,France,,,,,2012-01-05,,,,,,,67350,b89cb2c2206448bd879690bae64b5e94c53002bb
573.0,11354.0,68700,Données définitives,-861.0,-8764.0,-1629.0,0.0,57008.0,2012-01-05 15:30:00+00:00,16:30,53.0,France,-214.0,70570.0,-43.0,-2539.0,2012-01-05,4568.0,666.0,ND,32.0,-3274,5154.0,66900,874e5638a969eb44b3cd373f95fddce0e690d8f0
,,68900,Données définitives,,,,,,2012-01-05 15:15:00+00:00,16:15,,France,,,,,2012-01-05,,,,,,,67100,0fe0ce7044dd57be28269252221b5c3a71552c98
541.0,11761.0,69100,Données définitives,-861.0,-8580.0,-1629.0,0.0,56380.0,2012-01-05 15:00:00+00:00,16:00,117.0,France,-214.0,70471.0,-25.0,-2539.0,2012-01-05,4496.0,662.0,ND,32.0,-3274,5119.0,67300,3dbbca3012d17ce0ef118c37e9a38e4766465f3e
,,69350,Données définitives,,,,,,2012-01-05 14:45:00+00:00,15:45,,France,,,,,2012-01-05,,,,,,,67550,4f123064f8cd504afab776882b4a7b2d923522f5
489.0,12192.0,69600,Données définitives,-861.0,-8741.0,-1749.0,0.0,56544.0,2012-01-05 14:30:00+00:00,15:30,182.0,France,86.0,71008.0,-26.0,-2545.0,2012-01-05,4514.0,661.0,ND,31.0,-3266,5191.0,67800,0103c405852f60395d4d2b5a565fc7ffc1569ede
,,69950,Données définitives,,,,,,2012-01-05 14:15:00+00:00,15:15,,France,,,,,2012-01-05,,,,,,,68150,03a7d05cd87953085f4c5bcb73bf1336301cc55b
492.0,12277.0,70300,Données définitives,-861.0,-9141.0,-1749.0,0.0,57575.0,2012-01-05 14:00:00+00:00,15:00,222.0,France,86.0,71711.0,-23.0,-2545.0,2012-01-05,4513.0,663.0,ND,31.0,-3266,5133.0,68500,7f9368d740266f0a3863c82671b78f2c7f9b5936
,,71050,Données définitives,,,,,,2012-01-05 13:45:00+00:00,14:45,,France,,,,,2012-01-05,,,,,,,69250,d1a7a0286c6b3338cd51f94c9c5b4e6d1c770966
493.0,13509.0,71800,Données définitives,-861.0,-9445.0,-1649.0,0.0,58126.0,2012-01-05 13:30:00+00:00,14:30,261.0,France,-735.0,73063.0,-24.0,-2265.0,2012-01-05,4402.0,667.0,ND,30.0,-3492,5074.0,70000,8282c1a3c751fca5eca85a1e4b9d0ceaab5b0e71
,,71900,Données définitives,,,,,,2012-01-05 13:15:00+00:00,14:15,,France,,,,,2012-01-05,,,,,,,70150,18d7bb844fef8ded92420f1bb441d4223a412ec1
494.0,14094.0,72000,Données définitives,-861.0,-9697.0,-1649.0,0.0,58143.0,2012-01-05 13:00:00+00:00,14:00,284.0,France,-735.0,73365.0,-24.0,-2265.0,2012-01-05,4333.0,676.0,ND,29.0,-3492,5062.0,70300,73202c132d8817c7e1e175f07d7e1a1373cd8e88
,,72150,Données définitives,,,,,,2012-01-05 12:45:00+00:00,13:45,,France,,,,,2012-01-05,,,,,,,70350,687c3f94e821f890b935917eb38d22df5aca22a3
493.0,14402.0,72300,Données définitives,-860.0,-9759.0,-1649.0,0.0,58226.0,2012-01-05 12:30:00+00:00,13:30,285.0,France,-400.0,73703.0,-24.0,-2678.0,2012-01-05,4325.0,682.0,ND,29.0,-3965,5073.0,70400,f13737557fbeb042f675b0019132b9c83d65ed7d
,,73150,Données définitives,,,,,,2012-01-05 12:15:00+00:00,13:15,,France,,,,,2012-01-05,,,,,,,71100,3bd360c83f4c2c1b5403eefc11cf18f6ffcb01d4
857.0,14154.0,74000,Données définitives,-860.0,-10157.0,-1649.0,0.0,59414.0,2012-01-05 12:00:00+00:00,13:00,301.0,France,-400.0,74754.0,-25.0,-2678.0,2012-01-05,4398.0,685.0,ND,32.0,-3965,5128.0,71800,26214e0326eeea7a5f93c04e7e07e1467937efa6
,,73350,Données définitives,,,,,,2012-01-05 11:45:00+00:00,12:45,,France,,,,,2012-01-05,,,,,,,71300,07ead13ee8d111779796bf3d312caed76769dcb2
856.0,13797.0,72700,Données définitives,-861.0,-10294.0,-1750.0,0.0,59429.0,2012-01-05 11:30:00+00:00,12:30,315.0,France,-490.0,74300.0,-25.0,-2852.0,2012-01-05,4393.0,685.0,ND,32.0,-3942,5144.0,70800,7084a75c133f7cec445311ac3227f393e81a7d81
,,73400,Données définitives,,,,,,2012-01-05 11:15:00+00:00,12:15,,France,,,,,2012-01-05,,,,,,,71250,4096b432b25737b7f5264d9d2ba08e12414c39d5
850.0,14186.0,74100,Données définitives,-861.0,-9913.0,-1750.0,0.0,59590.0,2012-01-05 11:00:00+00:00,12:00,270.0,France,-490.0,75254.0,-22.0,-2852.0,2012-01-05,4395.0,683.0,ND,32.0,-3942,5214.0,71700,3a93b7d76fe34f596f6fe323c80de3e93716eb4f
,,73650,Données définitives,,,,,,2012-01-05 10:45:00+00:00,11:45,,France,,,,,2012-01-05,,,,,,,71550,3d8f079adb580efa810c01a62168d68544546d0d
845.0,13969.0,73200,Données définitives,-861.0,-10028.0,-1750.0,0.0,59497.0,2012-01-05 10:30:00+00:00,11:30,251.0,France,-705.0,74870.0,-8.0,-2862.0,2012-01-05,4347.0,694.0,ND,32.0,-3573,5303.0,71400,116fe752de85a97525faf7dcfb7e9ce7f975d146
,,73000,Données définitives,,,,,,2012-01-05 10:15:00+00:00,11:15,,France,,,,,2012-01-05,,,,,,,71200,ed1ac2e3c4361e59dbea2370c35f2767cb1e6042
934.0,12941.0,72800,Données définitives,-861.0,-9602.0,-1750.0,0.0,59279.0,2012-01-05 10:00:00+00:00,11:00,236.0,France,-705.0,74216.0,-8.0,-2862.0,2012-01-05,4334.0,687.0,ND,33.0,-3573,5415.0,71000,e522d12e385afb851fda822a0a3d281431f86c5d
,,72750,Données définitives,,,,,,2012-01-05 09:45:00+00:00,10:45,,France,,,,,2012-01-05,,,,,,,71100,cf268abd6f848c866ed684fe974ba591d6483dbc
581.0,12847.0,72700,Données définitives,-861.0,-9625.0,-1749.0,0.0,59523.0,2012-01-05 09:30:00+00:00,10:30,184.0,France,-1162.0,74003.0,-9.0,-2615.0,2012-01-05,4312.0,685.0,ND,30.0,-2897,5505.0,71200,14fe0a99e76a388fef3c20be9968eba7f588c94d
,,72650,Données définitives,,,,,,2012-01-05 09:15:00+00:00,10:15,,France,,,,,2012-01-05,,,,,,,71200,c0ea4eea4a90645dcfc6024fad61f4e6c76db4a4
575.0,12643.0,72600,Données définitives,-861.0,-9182.0,-1749.0,0.0,59421.0,2012-01-05 09:00:00+00:00,10:00,129.0,France,-1162.0,74185.0,-8.0,-2615.0,2012-01-05,4356.0,689.0,ND,30.0,-2897,5563.0,71200,74de85eab92ae80065d3dc2ba72b05b741e1a6cf
,,72400,Données définitives,,,,,,2012-01-05 08:45:00+00:00,09:45,,France,,,,,2012-01-05,,,,,,,71300,22cea16d9ebc0662dfd5d73812d69b32b3ec57e3
494.0,12508.0,72200,Données définitives,-861.0,-9406.0,-1750.0,0.0,59468.0,2012-01-05 08:30:00+00:00,09:30,77.0,France,-1162.0,73823.0,-8.0,-2307.0,2012-01-05,4382.0,689.0,ND,29.0,-2937,5620.0,71400,5189f3aa3e684183be1222a841ab8d7e30310b44
,,72150,Données définitives,,,,,,2012-01-05 08:15:00+00:00,09:15,,France,,,,,2012-01-05,,,,,,,71300,7820a0d806ef1866f428a38e1ad76427ce9d8cd6
491.0,11946.0,72100,Données définitives,-861.0,-8582.0,-1750.0,0.0,59215.0,2012-01-05 08:00:00+00:00,09:00,23.0,France,-1162.0,73766.0,-8.0,-2307.0,2012-01-05,4325.0,685.0,ND,29.0,-2937,5670.0,71200,b498bb263f7b1f64c22ff2078c74a95a4097bd8e
,,72400,Données définitives,,,,,,2012-01-05 07:45:00+00:00,08:45,,France,,,,,2012-01-05,,,,,,,71600,3cf5412b6d14f4ee680fec41c305cc50761c4fa3
491.0,12267.0,72700,Données définitives,-861.0,-8645.0,-1633.0,0.0,59525.0,2012-01-05 07:30:00+00:00,08:30,2.0,France,-1161.0,74133.0,-25.0,-2369.0,2012-01-05,4226.0,683.0,ND,29.0,-2163,5608.0,72000,30c9611128dd3e7c2d841cd7282ae8a02827c786
,,72450,Données définitives,,,,,,2012-01-05 07:15:00+00:00,08:15,,France,,,,,2012-01-05,,,,,,,71900,4d0fd403530071efefc11a36423486e0e9db7e30
491.0,10758.0,72200,Données définitives,-861.0,-7583.0,-1633.0,0.0,59792.0,2012-01-05 07:00:00+00:00,08:00,0.0,France,-1161.0,73668.0,-24.0,-2369.0,2012-01-05,3930.0,689.0,ND,28.0,-2163,5615.0,71800,b3cf0a93bad08219e72a388db0c9a39dd8bf053c
,,71300,Données définitives,,,,,,2012-01-05 06:45:00+00:00,07:45,,France,,,,,2012-01-05,,,,,,,70800,e18fa9a586791a090bb9133d4b811849aeae73e6
492.0,9228.0,70400,Données définitives,-861.0,-7380.0,-1742.0,0.0,59076.0,2012-01-05 06:30:00+00:00,07:30,0.0,France,-1200.0,71594.0,-25.0,-2492.0,2012-01-05,3923.0,691.0,ND,29.0,-1104,5589.0,69800,e93312f612660b43cc8dd88f2da3ae39a4ba5da7
,,68800,Données définitives,,,,,,2012-01-05 06:15:00+00:00,07:15,,France,,,,,2012-01-05,,,,,,,67900,02f29d7664fcb69eb44e45f284c5fb96daa28a4b
493.0,8625.0,67200,Données définitives,-861.0,-8246.0,-1742.0,0.0,57257.0,2012-01-05 06:00:00+00:00,07:00,0.0,France,-1200.0,68131.0,-25.0,-2492.0,2012-01-05,3823.0,691.0,ND,29.0,-1104,5513.0,66000,a83071457cd394d83c9b511fea271d989a58c611
,,65150,Données définitives,,,,,,2012-01-05 05:45:00+00:00,06:45,,France,,,,,2012-01-05,,,,,,,64200,66b75dbe857b358ab2722cb1bc817ac4157a49b7
493.0,8142.0,63100,Données définitives,-861.0,-8681.0,-1750.0,0.0,54664.0,2012-01-05 05:30:00+00:00,06:30,0.0,France,-1400.0,64353.0,-241.0,-2419.0,2012-01-05,3784.0,688.0,ND,30.0,-1758,5504.0,62400,09a2990608c81f74d7df61ddcc5a0321b1369f4a
,,61200,Données définitives,,,,,,2012-01-05 05:15:00+00:00,06:15,,France,,,,,2012-01-05,,,,,,,60700,43a5a3941f3a674d9826127ee5b5ca428a65494a
490.0,7293.0,59300,Données définitives,-861.0,-7012.0,-1750.0,0.0,52036.0,2012-01-05 05:00:00+00:00,06:00,0.0,France,-1400.0,60585.0,-2166.0,-2419.0,2012-01-05,3770.0,690.0,ND,33.0,-1758,5483.0,59000,c999119cfc03f16e0d57a4b8087a8b4a4d402abf
,,58300,Données définitives,,,,,,2012-01-05 04:45:00+00:00,05:45,,France,,,,,2012-01-05,,,,,,,58150,35a1c8a3ab74f22d433643dae6e182ab193e48a3
491.0,7016.0,57300,Données définitives,-861.0,-7026.0,-1750.0,0.0,50622.0,2012-01-05 04:30:00+00:00,05:30,0.0,France,-1400.0,58897.0,-2181.0,-2011.0,2012-01-05,3789.0,695.0,ND,34.0,-681,5491.0,57300,29cc03e96db46f80893231e05b33392e2191aa12
,,56550,Données définitives,,,,,,2012-01-05 04:15:00+00:00,05:15,,France,,,,,2012-01-05,,,,,,,56650,1c04d38abf5c22e1d0579e43adc4ab572329c7fe
490.0,6744.0,55800,Données définitives,-861.0,-6458.0,-1750.0,0.0,49664.0,2012-01-05 04:00:00+00:00,05:00,0.0,France,-1400.0,57286.0,-3153.0,-2011.0,2012-01-05,3802.0,695.0,ND,35.0,-681,5502.0,56000,6526c5034a7d9d2c19562f2443161342e72d79aa
,,55550,Données définitives,,,,,,2012-01-05 03:45:00+00:00,04:45,,France,,,,,2012-01-05,,,,,,,55700,ab28f9a9f9090736998b69bc639bd025d51a6041
489.0,6636.0,55300,Données définitives,-861.0,-6231.0,-1750.0,0.0,49317.0,2012-01-05 03:30:00+00:00,04:30,0.0,France,-1400.0,56923.0,-3248.0,-1706.0,2012-01-05,3783.0,695.0,ND,35.0,-387,5480.0,55400,a33b934c66fd125be518a05bb79fb7c87b396d1b
,,55400,Données définitives,,,,,,2012-01-05 03:15:00+00:00,04:15,,France,,,,,2012-01-05,,,,,,,55800,01259f989369440f3d43c80ba11863e835189e80
489.0,6633.0,55500,Données définitives,-861.0,-6041.0,-1750.0,1.0,49409.0,2012-01-05 03:00:00+00:00,04:00,0.0,France,-1400.0,57258.0,-3248.0,-1706.0,2012-01-05,3770.0,701.0,ND,35.0,-387,5544.0,56200,c8e2af904ba8eaa791069052fc783c17294209f1
,,55950,Données définitives,,,,,,2012-01-05 02:45:00+00:00,03:45,,France,,,,,2012-01-05,,,,,,,56700,be7caf63817f293adadf35f8c5feee0d14b15ad5
490.0,6713.0,56400,Données définitives,-861.0,-6069.0,-1750.0,1.0,49787.0,2012-01-05 02:30:00+00:00,03:30,0.0,France,-1400.0,58245.0,-2707.0,-1677.0,2012-01-05,3766.0,705.0,ND,34.0,-226,5560.0,57200,81b5638759a06f188e78bc4684a28a0ab7b19dad
,,57100,Données définitives,,,,,,2012-01-05 02:15:00+00:00,03:15,,France,,,,,2012-01-05,,,,,,,57900,423e3c6d22724c1e70c568af9a7294a9146663c0
490.0,6788.0,57800,Données définitives,-861.0,-7312.0,-1750.0,0.0,52266.0,2012-01-05 02:00:00+00:00,03:00,0.0,France,-1400.0,59574.0,-2667.0,-1677.0,2012-01-05,3775.0,699.0,ND,33.0,-226,5534.0,58600,acd3b570c26ad17de6a89f72469e94e73385f758
,,58700,Données définitives,,,,,,2012-01-05 01:45:00+00:00,02:45,,France,,,,,2012-01-05,,,,,,,59550,bd2f0e5e61a691c0bd7db7470d9dfa26f2fdd00c
491.0,6898.0,59600,Données définitives,-861.0,-6850.0,-1750.0,2.0,53912.0,2012-01-05 01:30:00+00:00,02:30,0.0,France,-1400.0,61501.0,-2919.0,-1766.0,2012-01-05,3781.0,700.0,ND,32.0,-675,5486.0,60500,7dc1bd995e1a6a7501122f4c45f75c9c6f8332f1
,,60200,Données définitives,,,,,,2012-01-05 01:15:00+00:00,02:15,,France,,,,,2012-01-05,,,,,,,60900,0912ee7ba2e70dd98dcb8b871f2eea5bb2c1c1e3
491.0,7052.0,60800,Données définitives,-861.0,-6526.0,-1750.0,5.0,53769.0,2012-01-05 01:00:00+00:00,02:00,0.0,France,-1400.0,61889.0,-2987.0,-1766.0,2012-01-05,3804.0,712.0,ND,33.0,-675,5569.0,61300,076c763980ff63af2672987adad587471a9ff684
,,60900,Données définitives,,,,,,2012-01-05 00:45:00+00:00,01:45,,France,,,,,2012-01-05,,,,,,,61250,bc354d58f865a5710d0acda05a4ba6ab6761a87a
491.0,7305.0,61000,Données définitives,-861.0,-6763.0,-1750.0,3.0,54201.0,2012-01-05 00:30:00+00:00,01:30,0.0,France,-1400.0,62331.0,-2982.0,-1962.0,2012-01-05,3801.0,708.0,ND,32.0,-431,5567.0,61200,4ff78726cd206c01280ab65d8259508356868961
,,60800,Données définitives,,,,,,2012-01-05 00:15:00+00:00,01:15,,France,,,,,2012-01-05,,,,,,,61100,4ba24b0fa8aaa070a0f87c11b995b2c809e46432
491.0,7631.0,60600,Données définitives,-861.0,-6932.0,-1750.0,3.0,54133.0,2012-01-05 00:00:00+00:00,01:00,0.0,France,-1400.0,62447.0,-2953.0,-1962.0,2012-01-05,3802.0,707.0,ND,32.0,-431,5566.0,61000,9c2cf20d2fd446e81ade6947e00835d82b7057db
,,61800,Données définitives,,,,,,2012-01-04 23:45:00+00:00,00:45,,France,,,,,2012-01-05,,,,,,,62000,8b6cff50d8c2c65d3ab076eeaf2978ad0980cae6
490.0,8234.0,63000,Données définitives,-861.0,-7094.0,-1750.0,0.0,55710.0,2012-01-04 23:30:00+00:00,00:30,0.0,France,-1200.0,65123.0,-2314.0,-2090.0,2012-01-05,3795.0,714.0,ND,31.0,-857,5588.0,63000,841c10748933be2328f06b2ee98f29f6fa5c8902
