datetime,spot_price_eur_mwh
2026-01-24 18:30:00,131.34
2026-01-24 18:45:00,133.98
2026-01-24 19:00:00,138.37
2026-01-24 19:15:00,134.02
2026-01-24 19:30:00,129.11
2026-01-24 19:45:00,122.25
2026-01-24 20:00:00,128.37
2026-01-24 20:15:00,119.46
2026-01-24 20:30:00,109.8
2026-01-24 20:45:00,104.71
2026-01-24 21:00:00,108.98
2026-01-24 21:15:00,107.83
2026-01-24 21:30:00,106.74
2026-01-24 21:45:00,106.05
2026-01-24 22:00:00,105.0
2026-01-24 22:15:00,105.01
2026-01-24 22:30:00,112.12
2026-01-24 22:45:00,109.03
2026-01-24 23:00:00,100.44
2026-01-24 23:15:00,101.96
2026-01-24 23:30:00,103.47
2026-01-24 23:45:00,99.97
2026-01-25 00:00:00,101.5
2026-01-25 00:15:00,102.35
2026-01-25 00:30:00,93.85
2026-01-25 00:45:00,79.92
2026-01-25 01:00:00,102.21
2026-01-25 01:15:00,96.14
2026-01-25 01:30:00,101.48
2026-01-25 01:45:00,91.4
2026-01-25 02:00:00,97.88
2026-01-25 02:15:00,90.08
2026-01-25 02:30:00,89.26
2026-01-25 02:45:00,75.65
2026-01-25 03:00:00,90.12
2026-01-25 03:15:00,77.23
2026-01-25 03:30:00,71.9
2026-01-25 03:45:00,63.01
2026-01-25 04:00:00,88.26
2026-01-25 04:15:00,90.58
2026-01-25 04:30:00,69.57
2026-01-25 04:45:00,63.66
2026-01-25 05:00:00,74.11
2026-01-25 05:15:00,58.11
2026-01-25 05:30:00,71.8
2026-01-25 05:45:00,65.52
2026-01-25 06:00:00,76.0
2026-01-25 06:15:00,75.86
2026-01-25 06:30:00,78.42
2026-01-25 06:45:00,80.92
2026-01-25 07:00:00,84.19
2026-01-25 07:15:00,89.2
2026-01-25 07:30:00,93.69
2026-01-25 07:45:00,93.88
2026-01-25 08:00:00,98.23
2026-01-25 08:15:00,97.53
2026-01-25 08:30:00,87.76
2026-01-25 08:45:00,86.43
2026-01-25 09:00:00,100.32
2026-01-25 09:15:00,101.02
2026-01-25 09:30:00,87.4
2026-01-25 09:45:00,76.25
2026-01-25 10:00:00,109.32
2026-01-25 10:15:00,102.17
2026-01-25 10:30:00,91.9
2026-01-25 10:45:00,86.36
2026-01-25 11:00:00,106.19
2026-01-25 11:15:00,98.63
2026-01-25 11:30:00,103.6
2026-01-25 11:45:00,105.64
2026-01-25 12:00:00,110.0
2026-01-25 12:15:00,106.49
2026-01-25 12:30:00,120.09
2026-01-25 12:45:00,116.43
2026-01-25 13:00:00,117.53
2026-01-25 13:15:00,107.99
2026-01-25 13:30:00,81.58
2026-01-25 13:45:00,84.95
2026-01-25 14:00:00,93.47
2026-01-25 14:15:00,92.92
2026-01-25 14:30:00,89.63
2026-01-25 14:45:00,91.49
2026-01-25 15:00:00,104.97
2026-01-25 15:15:00,106.21
2026-01-25 15:30:00,104.98
2026-01-25 15:45:00,111.69
2026-01-25 16:00:00,105.77
2026-01-25 16:15:00,106.45
2026-01-25 16:30:00,109.22
2026-01-25 16:45:00,113.72
2026-01-25 17:00:00,115.39
2026-01-25 17:15:00,110.24
2026-01-25 17:30:00,106.45
2026-01-25 17:45:00,98.21
2026-01-25 18:00:00,117.83
2026-01-25 18:15:00,132.03
2026-01-25 18:30:00,137.97
2026-01-25 18:45:00,133.37
2026-01-25 19:00:00,136.74
2026-01-25 19:15:00,133.13
2026-01-25 19:30:00,130.77
2026-01-25 19:45:00,129.66
2026-01-25 20:00:00,128.33
2026-01-25 20:15:00,128.72
2026-01-25 20:30:00,120.87
2026-01-25 20:45:00,113.27
2026-01-25 21:00:00,120.37
2026-01-25 21:15:00,116.53
2026-01-25 21:30:00,111.85
2026-01-25 21:45:00,107.34
2026-01-25 22:00:00,119.05
2026-01-25 22:15:00,112.79
2026-01-25 22:30:00,109.47
2026-01-25 22:45:00,106.46
2026-01-25 23:00:00,108.3
2026-01-25 23:15:00,104.76
2026-01-25 23:30:00,102.74
2026-01-25 23:45:00,102.16
2026-01-26 00:00:00,109.76
2026-01-26 00:15:00,105.42
2026-01-26 00:30:00,101.11
2026-01-26 00:45:00,99.41
2026-01-26 01:00:00,104.07
2026-01-26 01:15:00,101.79
2026-01-26 01:30:00,101.52
2026-01-26 01:45:00,100.33
2026-01-26 02:00:00,101.21
2026-01-26 02:15:00,100.2
2026-01-26 02:30:00,96.92
2026-01-26 02:45:00,97.79
2026-01-26 03:00:00,95.44
2026-01-26 03:15:00,96.38
2026-01-26 03:30:00,91.83
2026-01-26 03:45:00,88.5
2026-01-26 04:00:00,92.41
2026-01-26 04:15:00,92.32
2026-01-26 04:30:00,92.58
2026-01-26 04:45:00,93.21
2026-01-26 05:00:00,93.64
2026-01-26 05:15:00,94.2
2026-01-26 05:30:00,100.91
2026-01-26 05:45:00,104.46
2026-01-26 06:00:00,103.55
2026-01-26 06:15:00,110.03
2026-01-26 06:30:00,113.57
2026-01-26 06:45:00,129.96
2026-01-26 07:00:00,107.86
2026-01-26 07:15:00,128.54
2026-01-26 07:30:00,141.08
2026-01-26 07:45:00,175.55
2026-01-26 08:00:00,158.97
2026-01-26 08:15:00,169.08
2026-01-26 08:30:00,173.98
2026-01-26 08:45:00,159.0
2026-01-26 09:00:00,189.69
2026-01-26 09:15:00,179.59
2026-01-26 09:30:00,141.27
2026-01-26 09:45:00,115.61
2026-01-26 10:00:00,186.52
2026-01-26 10:15:00,137.83
2026-01-26 10:30:00,132.39
2026-01-26 10:45:00,107.01
2026-01-26 11:00:00,142.36
2026-01-26 11:15:00,113.68
2026-01-26 11:30:00,118.94
2026-01-26 11:45:00,105.26
2026-01-26 12:00:00,134.7
2026-01-26 12:15:00,119.52
2026-01-26 12:30:00,122.84
2026-01-26 12:45:00,104.62
2026-01-26 13:00:00,120.77
2026-01-26 13:15:00,105.7
2026-01-26 13:30:00,100.47
2026-01-26 13:45:00,97.73
2026-01-26 14:00:00,104.33
2026-01-26 14:15:00,98.88
2026-01-26 14:30:00,102.79
2026-01-26 14:45:00,105.58
2026-01-26 15:00:00,94.72
2026-01-26 15:15:00,104.14
2026-01-26 15:30:00,100.16
2026-01-26 15:45:00,119.12
2026-01-26 16:00:00,80.84
2026-01-26 16:15:00,107.46
2026-01-26 16:30:00,101.37
2026-01-26 16:45:00,118.0
2026-01-26 17:00:00,92.01
2026-01-26 17:15:00,105.4
2026-01-26 17:30:00,111.5
2026-01-26 17:45:00,141.53
2026-01-26 18:00:00,128.41
2026-01-26 18:15:00,150.88
2026-01-26 18:30:00,167.84
2026-01-26 18:45:00,167.25
2026-01-26 19:00:00,172.68
2026-01-26 19:15:00,152.01
2026-01-26 19:30:00,131.25
2026-01-26 19:45:00,105.27
2026-01-26 20:00:00,116.92
2026-01-26 20:15:00,104.55
2026-01-26 20:30:00,123.05
2026-01-26 20:45:00,107.51
2026-01-26 21:00:00,117.09
2026-01-26 21:15:00,107.93
2026-01-26 21:30:00,109.85
2026-01-26 21:45:00,97.21
2026-01-26 22:00:00,117.09
2026-01-26 22:15:00,97.92
2026-01-26 22:30:00,113.75
2026-01-26 22:45:00,105.65
2026-01-26 23:00:00,115.11
2026-01-26 23:15:00,102.82
2026-01-26 23:30:00,107.72
2026-01-26 23:45:00,82.53
2026-01-27 00:00:00,121.0
2026-01-27 00:15:00,100.6
2026-01-27 00:30:00,83.4
2026-01-27 00:45:00,51.8
2026-01-27 01:00:00,109.15
2026-01-27 01:15:00,83.7
2026-01-27 01:30:00,85.27
2026-01-27 01:45:00,41.37
2026-01-27 02:00:00,89.3
2026-01-27 02:15:00,60.65
2026-01-27 02:30:00,31.82
2026-01-27 02:45:00,34.58
2026-01-27 03:00:00,23.03
2026-01-27 03:15:00,21.11
2026-01-27 03:30:00,15.58
2026-01-27 03:45:00,10.15
2026-01-27 04:00:00,11.39
2026-01-27 04:15:00,7.97
2026-01-27 04:30:00,10.51
2026-01-27 04:45:00,8.44
2026-01-27 05:00:00,26.8
2026-01-27 05:15:00,16.83
2026-01-27 05:30:00,25.22
2026-01-27 05:45:00,22.84
2026-01-27 06:00:00,42.07
2026-01-27 06:15:00,54.43
2026-01-27 06:30:00,85.67
2026-01-27 06:45:00,91.6
2026-01-27 07:00:00,92.87
2026-01-27 07:15:00,102.67
2026-01-27 07:30:00,94.29
2026-01-27 07:45:00,102.02
2026-01-27 08:00:00,118.04
2026-01-27 08:15:00,115.12
2026-01-27 08:30:00,112.54
2026-01-27 08:45:00,109.15
2026-01-27 09:00:00,115.0
2026-01-27 09:15:00,112.9
2026-01-27 09:30:00,106.05
2026-01-27 09:45:00,97.0
2026-01-27 10:00:00,115.64
2026-01-27 10:15:00,105.9
2026-01-27 10:30:00,104.07
2026-01-27 10:45:00,100.69
2026-01-27 11:00:00,102.95
2026-01-27 11:15:00,97.59
2026-01-27 11:30:00,103.43
2026-01-27 11:45:00,106.6
2026-01-27 12:00:00,117.56
2026-01-27 12:15:00,114.15
2026-01-27 12:30:00,116.85
2026-01-27 12:45:00,106.68
2026-01-27 13:00:00,104.93
2026-01-27 13:15:00,107.0
2026-01-27 13:30:00,99.6
2026-01-27 13:45:00,110.2
2026-01-27 14:00:00,100.99
2026-01-27 14:15:00,107.52
2026-01-27 14:30:00,106.96
2026-01-27 14:45:00,113.81
2026-01-27 15:00:00,108.38
2026-01-27 15:15:00,110.56
2026-01-27 15:30:00,112.35
2026-01-27 15:45:00,113.96
2026-01-27 16:00:00,109.35
2026-01-27 16:15:00,110.09
2026-01-27 16:30:00,103.82
2026-01-27 16:45:00,119.9
2026-01-27 17:00:00,107.26
2026-01-27 17:15:00,110.94
2026-01-27 17:30:00,114.48
2026-01-27 17:45:00,140.0
2026-01-27 18:00:00,128.71
2026-01-27 18:15:00,133.12
2026-01-27 18:30:00,143.64
2026-01-27 18:45:00,151.55
2026-01-27 19:00:00,146.61
2026-01-27 19:15:00,138.15
2026-01-27 19:30:00,133.3
2026-01-27 19:45:00,131.01
2026-01-27 20:00:00,134.36
2026-01-27 20:15:00,123.24
2026-01-27 20:30:00,115.88
2026-01-27 20:45:00,112.85
2026-01-27 21:00:00,113.84
2026-01-27 21:15:00,112.17
2026-01-27 21:30:00,114.45
2026-01-27 21:45:00,105.98
2026-01-27 22:00:00,111.12
2026-01-27 22:15:00,102.12
2026-01-27 22:30:00,122.29
2026-01-27 22:45:00,117.72
2026-01-27 23:00:00,113.91
2026-01-27 23:15:00,107.19
2026-01-27 23:30:00,109.69
2026-01-27 23:45:00,99.79
2026-01-28 00:00:00,111.92
2026-01-28 00:15:00,110.06
2026-01-28 00:30:00,98.69
2026-01-28 00:45:00,91.32
2026-01-28 01:00:00,110.06
2026-01-28 01:15:00,103.69
2026-01-28 01:30:00,103.24
2026-01-28 01:45:00,98.84
2026-01-28 02:00:00,107.36
2026-01-28 02:15:00,105.7
2026-01-28 02:30:00,101.56
2026-01-28 02:45:00,95.27
2026-01-28 03:00:00,100.5
2026-01-28 03:15:00,96.45
2026-01-28 03:30:00,92.14
2026-01-28 03:45:00,84.11
2026-01-28 04:00:00,93.63
2026-01-28 04:15:00,93.22
2026-01-28 04:30:00,94.49
2026-01-28 04:45:00,94.67
2026-01-28 05:00:00,103.64
2026-01-28 05:15:00,100.48
2026-01-28 05:30:00,95.28
2026-01-28 05:45:00,94.39
2026-01-28 06:00:00,105.44
2026-01-28 06:15:00,109.29
2026-01-28 06:30:00,123.05
2026-01-28 06:45:00,132.75
2026-01-28 07:00:00,132.01
2026-01-28 07:15:00,141.97
2026-01-28 07:30:00,143.88
2026-01-28 07:45:00,138.82
2026-01-28 08:00:00,157.12
2026-01-28 08:15:00,167.06
2026-01-28 08:30:00,171.58
2026-01-28 08:45:00,172.25
2026-01-28 09:00:00,182.38
2026-01-28 09:15:00,179.24
2026-01-28 09:30:00,166.4
2026-01-28 09:45:00,156.61
2026-01-28 10:00:00,188.34
2026-01-28 10:15:00,165.47
2026-01-28 10:30:00,151.9
2026-01-28 10:45:00,130.24
2026-01-28 11:00:00,131.31
2026-01-28 11:15:00,119.0
2026-01-28 11:30:00,132.8
2026-01-28 11:45:00,144.91
2026-01-28 12:00:00,138.2
2026-01-28 12:15:00,130.33
2026-01-28 12:30:00,130.67
2026-01-28 12:45:00,117.61
2026-01-28 13:00:00,136.35
2026-01-28 13:15:00,127.5
2026-01-28 13:30:00,101.72
2026-01-28 13:45:00,114.23
2026-01-28 14:00:00,123.13
2026-01-28 14:15:00,112.25
2026-01-28 14:30:00,108.88
2026-01-28 14:45:00,107.43
2026-01-28 15:00:00,109.92
2026-01-28 15:15:00,114.43
2026-01-28 15:30:00,115.57
2026-01-28 15:45:00,121.28
2026-01-28 16:00:00,115.38
2026-01-28 16:15:00,127.66
2026-01-28 16:30:00,121.29
2026-01-28 16:45:00,135.28
2026-01-28 17:00:00,113.93
2026-01-28 17:15:00,138.87
2026-01-28 17:30:00,150.0
2026-01-28 17:45:00,169.86
2026-01-28 18:00:00,173.56
2026-01-28 18:15:00,171.5
2026-01-28 18:30:00,168.4
2026-01-28 18:45:00,168.24
2026-01-28 19:00:00,169.73
2026-01-28 19:15:00,166.8
2026-01-28 19:30:00,161.2
2026-01-28 19:45:00,147.17
2026-01-28 20:00:00,143.7
2026-01-28 20:15:00,132.05
2026-01-28 20:30:00,133.9
2026-01-28 20:45:00,120.87
2026-01-28 21:00:00,127.1
2026-01-28 21:15:00,117.14
2026-01-28 21:30:00,113.08
2026-01-28 21:45:00,109.91
2026-01-28 22:00:00,123.43
2026-01-28 22:15:00,115.41
2026-01-28 22:30:00,118.28
2026-01-28 22:45:00,113.13
2026-01-28 23:00:00,119.23
2026-01-28 23:15:00,111.58
2026-01-28 23:30:00,110.15
2026-01-28 23:45:00,104.01
2026-01-29 00:00:00,113.77
2026-01-29 00:15:00,105.7
2026-01-29 00:30:00,103.82
2026-01-29 00:45:00,101.91
2026-01-29 01:00:00,105.8
2026-01-29 01:15:00,104.03
2026-01-29 01:30:00,104.48
2026-01-29 01:45:00,102.43
2026-01-29 02:00:00,103.89
2026-01-29 02:15:00,103.48
2026-01-29 02:30:00,101.84
2026-01-29 02:45:00,100.23
2026-01-29 03:00:00,100.03
2026-01-29 03:15:00,100.0
2026-01-29 03:30:00,93.56
2026-01-29 03:45:00,85.09
2026-01-29 04:00:00,94.65
2026-01-29 04:15:00,88.56
2026-01-29 04:30:00,90.65
2026-01-29 04:45:00,96.09
2026-01-29 05:00:00,98.9
2026-01-29 05:15:00,95.31
2026-01-29 05:30:00,104.93
2026-01-29 05:45:00,105.07
2026-01-29 06:00:00,103.85
2026-01-29 06:15:00,108.74
2026-01-29 06:30:00,116.3
2026-01-29 06:45:00,125.29
2026-01-29 07:00:00,120.23
2026-01-29 07:15:00,129.22
2026-01-29 07:30:00,133.63
2026-01-29 07:45:00,144.18
2026-01-29 08:00:00,158.74
2026-01-29 08:15:00,155.88
2026-01-29 08:30:00,157.14
2026-01-29 08:45:00,152.84
2026-01-29 09:00:00,170.25
2026-01-29 09:15:00,161.04
2026-01-29 09:30:00,160.66
2026-01-29 09:45:00,147.6
2026-01-29 10:00:00,168.16
2026-01-29 10:15:00,143.97
2026-01-29 10:30:00,129.13
2026-01-29 10:45:00,115.88
2026-01-29 11:00:00,136.56
2026-01-29 11:15:00,122.86
2026-01-29 11:30:00,120.76
2026-01-29 11:45:00,110.89
2026-01-29 12:00:00,130.46
2026-01-29 12:15:00,117.73
2026-01-29 12:30:00,121.16
2026-01-29 12:45:00,102.67
2026-01-29 13:00:00,129.45
2026-01-29 13:15:00,111.94
2026-01-29 13:30:00,113.36
2026-01-29 13:45:00,93.21
2026-01-29 14:00:00,120.4
2026-01-29 14:15:00,108.36
2026-01-29 14:30:00,105.2
2026-01-29 14:45:00,108.43
2026-01-29 15:00:00,112.36
2026-01-29 15:15:00,110.5
2026-01-29 15:30:00,108.28
2026-01-29 15:45:00,113.65
2026-01-29 16:00:00,112.95
2026-01-29 16:15:00,118.23
2026-01-29 16:30:00,115.74
2026-01-29 16:45:00,119.3
2026-01-29 17:00:00,117.97
2026-01-29 17:15:00,118.24
2026-01-29 17:30:00,128.43
2026-01-29 17:45:00,145.0
2026-01-29 18:00:00,128.78
2026-01-29 18:15:00,141.35
2026-01-29 18:30:00,141.67
2026-01-29 18:45:00,144.56
2026-01-29 19:00:00,138.96
2026-01-29 19:15:00,122.88
2026-01-29 19:30:00,132.05
2026-01-29 19:45:00,123.32
2026-01-29 20:00:00,122.65
2026-01-29 20:15:00,111.66
2026-01-29 20:30:00,105.75
2026-01-29 20:45:00,107.23
2026-01-29 21:00:00,113.0
2026-01-29 21:15:00,107.75
2026-01-29 21:30:00,106.61
2026-01-29 21:45:00,92.58
2026-01-29 22:00:00,113.16
2026-01-29 22:15:00,106.71
2026-01-29 22:30:00,109.06
2026-01-29 22:45:00,105.48
2026-01-29 23:00:00,110.56
2026-01-29 23:15:00,98.4
2026-01-29 23:30:00,103.12
2026-01-29 23:45:00,85.9
2026-01-30 00:00:00,125.08
2026-01-30 00:15:00,114.0
2026-01-30 00:30:00,104.21
2026-01-30 00:45:00,100.97
2026-01-30 01:00:00,106.22
2026-01-30 01:15:00,104.65
2026-01-30 01:30:00,102.47
2026-01-30 01:45:00,99.91
2026-01-30 02:00:00,104.26
2026-01-30 02:15:00,101.87
2026-01-30 02:30:00,99.12
2026-01-30 02:45:00,86.53
2026-01-30 03:00:00,91.49
2026-01-30 03:15:00,94.34
2026-01-30 03:30:00,91.8
2026-01-30 03:45:00,87.49
2026-01-30 04:00:00,92.27
2026-01-30 04:15:00,85.03
2026-01-30 04:30:00,92.74
2026-01-30 04:45:00,78.19
2026-01-30 05:00:00,93.86
2026-01-30 05:15:00,93.5
2026-01-30 05:30:00,93.05
2026-01-30 05:45:00,81.92
2026-01-30 06:00:00,99.41
2026-01-30 06:15:00,88.85
2026-01-30 06:30:00,103.17
2026-01-30 06:45:00,112.93
2026-01-30 07:00:00,118.64
2026-01-30 07:15:00,109.33
2026-01-30 07:30:00,120.12
2026-01-30 07:45:00,119.4
2026-01-30 08:00:00,135.46
2026-01-30 08:15:00,124.5
2026-01-30 08:30:00,121.2
2026-01-30 08:45:00,115.23
2026-01-30 09:00:00,144.71
2026-01-30 09:15:00,121.58
2026-01-30 09:30:00,120.04
2026-01-30 09:45:00,100.16
2026-01-30 10:00:00,124.53
2026-01-30 10:15:00,115.84
2026-01-30 10:30:00,113.22
2026-01-30 10:45:00,107.2
2026-01-30 11:00:00,113.01
2026-01-30 11:15:00,107.96
2026-01-30 11:30:00,105.41
2026-01-30 11:45:00,102.9
2026-01-30 12:00:00,112.01
2026-01-30 12:15:00,102.7
2026-01-30 12:30:00,102.67
2026-01-30 12:45:00,95.83
2026-01-30 13:00:00,102.46
2026-01-30 13:15:00,93.91
2026-01-30 13:30:00,84.9
2026-01-30 13:45:00,81.65
2026-01-30 14:00:00,89.4
2026-01-30 14:15:00,84.26
2026-01-30 14:30:00,83.84
2026-01-30 14:45:00,80.24
2026-01-30 15:00:00,99.88
2026-01-30 15:15:00,98.35
2026-01-30 15:30:00,92.92
2026-01-30 15:45:00,96.82
2026-01-30 16:00:00,107.58
2026-01-30 16:15:00,109.63
2026-01-30 16:30:00,91.21
2026-01-30 16:45:00,91.5
2026-01-30 17:00:00,106.83
2026-01-30 17:15:00,94.35
2026-01-30 17:30:00,114.61
2026-01-30 17:45:00,117.81
2026-01-30 18:00:00,121.72
2026-01-30 18:15:00,122.56
2026-01-30 18:30:00,123.56
2026-01-30 18:45:00,116.0
2026-01-30 19:00:00,117.3
2026-01-30 19:15:00,112.05
2026-01-30 19:30:00,112.5
2026-01-30 19:45:00,110.5
2026-01-30 20:00:00,113.76
2026-01-30 20:15:00,108.66
2026-01-30 20:30:00,106.27
2026-01-30 20:45:00,105.7
2026-01-30 21:00:00,107.77
2026-01-30 21:15:00,104.99
2026-01-30 21:30:00,98.56
2026-01-30 21:45:00,95.41
2026-01-30 22:00:00,107.58
2026-01-30 22:15:00,104.31
2026-01-30 22:30:00,104.5
2026-01-30 22:45:00,98.68
2026-01-30 23:00:00,103.08
2026-01-30 23:15:00,99.13
2026-01-30 23:30:00,95.86
2026-01-30 23:45:00,91.95
2026-01-31 00:00:00,108.63
2026-01-31 00:15:00,96.89
2026-01-31 00:30:00,93.28
2026-01-31 00:45:00,90.98
2026-01-31 01:00:00,99.73
2026-01-31 01:15:00,95.86
2026-01-31 01:30:00,99.5
2026-01-31 01:45:00,95.75
2026-01-31 02:00:00,102.23
2026-01-31 02:15:00,91.98
2026-01-31 02:30:00,99.27
2026-01-31 02:45:00,97.08
2026-01-31 03:00:00,100.62
2026-01-31 03:15:00,95.02
2026-01-31 03:30:00,94.42
2026-01-31 03:45:00,94.93
2026-01-31 04:00:00,93.53
2026-01-31 04:15:00,93.97
2026-01-31 04:30:00,94.28
2026-01-31 04:45:00,95.2
2026-01-31 05:00:00,97.97
2026-01-31 05:15:00,103.17
2026-01-31 05:30:00,95.08
2026-01-31 05:45:00,99.36
2026-01-31 06:00:00,95.86
2026-01-31 06:15:00,100.7
2026-01-31 06:30:00,98.75
2026-01-31 06:45:00,105.48
2026-01-31 07:00:00,102.85
2026-01-31 07:15:00,105.57
2026-01-31 07:30:00,107.41
2026-01-31 07:45:00,111.75
2026-01-31 08:00:00,104.01
2026-01-31 08:15:00,107.13
2026-01-31 08:30:00,109.18
2026-01-31 08:45:00,110.25
2026-01-31 09:00:00,122.06
2026-01-31 09:15:00,117.78
2026-01-31 09:30:00,114.14
2026-01-31 09:45:00,112.09
2026-01-31 10:00:00,122.38
2026-01-31 10:15:00,116.99
2026-01-31 10:30:00,115.73
2026-01-31 10:45:00,109.65
2026-01-31 11:00:00,120.76
2026-01-31 11:15:00,114.32
2026-01-31 11:30:00,114.25
2026-01-31 11:45:00,109.71
2026-01-31 12:00:00,117.6
2026-01-31 12:15:00,111.05
2026-01-31 12:30:00,111.72
2026-01-31 12:45:00,110.07
2026-01-31 13:00:00,110.51
2026-01-31 13:15:00,108.74
2026-01-31 13:30:00,107.75
2026-01-31 13:45:00,107.38
2026-01-31 14:00:00,109.6
2026-01-31 14:15:00,109.46
2026-01-31 14:30:00,113.01
2026-01-31 14:45:00,113.16
2026-01-31 15:00:00,108.96
2026-01-31 15:15:00,113.54
2026-01-31 15:30:00,115.28
2026-01-31 15:45:00,120.37
2026-01-31 16:00:00,105.07
2026-01-31 16:15:00,118.27
2026-01-31 16:30:00,121.86
2026-01-31 16:45:00,123.0
2026-01-31 17:00:00,109.27
2026-01-31 17:15:00,123.31
2026-01-31 17:30:00,134.68
2026-01-31 17:45:00,142.46
2026-01-31 18:00:00,142.89
2026-01-31 18:15:00,143.42
2026-01-31 18:30:00,142.14
2026-01-31 18:45:00,136.7
2026-01-31 19:00:00,145.46
2026-01-31 19:15:00,138.04
2026-01-31 19:30:00,132.95
2026-01-31 19:45:00,128.05
2026-01-31 20:00:00,134.49
2026-01-31 20:15:00,129.05
2026-01-31 20:30:00,125.07
2026-01-31 20:45:00,114.34
2026-01-31 21:00:00,123.7
2026-01-31 21:15:00,117.55
2026-01-31 21:30:00,114.31
2026-01-31 21:45:00,107.75
2026-01-31 22:00:00,122.38
2026-01-31 22:15:00,115.13
2026-01-31 22:30:00,117.42
2026-01-31 22:45:00,106.83
2026-01-31 23:00:00,111.22
2026-01-31 23:15:00,110.98
2026-01-31 23:30:00,110.64
2026-01-31 23:45:00,100.54
2026-02-01 00:00:00,125.79
2026-02-01 00:15:00,112.0
2026-02-01 00:30:00,98.72
2026-02-01 00:45:00,98.08
2026-02-01 01:00:00,124.61
2026-02-01 01:15:00,107.61
2026-02-01 01:30:00,104.41
2026-02-01 01:45:00,96.7
2026-02-01 02:00:00,105.76
2026-02-01 02:15:00,99.61
2026-02-01 02:30:00,99.95
2026-02-01 02:45:00,98.31
2026-02-01 03:00:00,94.1
2026-02-01 03:15:00,97.56
2026-02-01 03:30:00,96.0
2026-02-01 03:45:00,98.74
2026-02-01 04:00:00,98.85
2026-02-01 04:15:00,98.69
2026-02-01 04:30:00,98.0
2026-02-01 04:45:00,97.71
2026-02-01 05:00:00,97.71
2026-02-01 05:15:00,95.41
2026-02-01 05:30:00,99.89
2026-02-01 05:45:00,99.88
2026-02-01 06:00:00,94.47
2026-02-01 06:15:00,96.68
2026-02-01 06:30:00,95.69
2026-02-01 06:45:00,98.41
2026-02-01 07:00:00,97.74
2026-02-01 07:15:00,97.65
2026-02-01 07:30:00,102.54
2026-02-01 07:45:00,104.66
2026-02-01 08:00:00,103.92
2026-02-01 08:15:00,105.89
2026-02-01 08:30:00,108.35
2026-02-01 08:45:00,107.01
2026-02-01 09:00:00,111.36
2026-02-01 09:15:00,110.24
2026-02-01 09:30:00,109.44
2026-02-01 09:45:00,109.71
2026-02-01 10:00:00,115.11
2026-02-01 10:15:00,110.43
2026-02-01 10:30:00,109.64
2026-02-01 10:45:00,107.27
2026-02-01 11:00:00,109.67
2026-02-01 11:15:00,108.91
2026-02-01 11:30:00,108.41
2026-02-01 11:45:00,107.87
2026-02-01 12:00:00,110.91
2026-02-01 12:15:00,106.29
2026-02-01 12:30:00,107.88
2026-02-01 12:45:00,104.97
2026-02-01 13:00:00,102.81
2026-02-01 13:15:00,99.23
2026-02-01 13:30:00,98.36
2026-02-01 13:45:00,95.99
2026-02-01 14:00:00,98.46
2026-02-01 14:15:00,98.79
2026-02-01 14:30:00,99.81
2026-02-01 14:45:00,103.0
2026-02-01 15:00:00,103.38
2026-02-01 15:15:00,107.56
2026-02-01 15:30:00,111.5
2026-02-01 15:45:00,113.43
2026-02-01 16:00:00,106.35
2026-02-01 16:15:00,112.32
2026-02-01 16:30:00,115.0
2026-02-01 16:45:00,123.17
2026-02-01 17:00:00,120.28
2026-02-01 17:15:00,121.66
2026-02-01 17:30:00,126.4
2026-02-01 17:45:00,130.02
2026-02-01 18:00:00,134.56
2026-02-01 18:15:00,135.24
2026-02-01 18:30:00,145.14
2026-02-01 18:45:00,141.33
2026-02-01 19:00:00,143.65
2026-02-01 19:15:00,138.03
2026-02-01 19:30:00,138.68
2026-02-01 19:45:00,134.83
2026-02-01 20:00:00,136.23
2026-02-01 20:15:00,136.88
2026-02-01 20:30:00,127.45
2026-02-01 20:45:00,118.45
2026-02-01 21:00:00,122.15
2026-02-01 21:15:00,118.45
2026-02-01 21:30:00,111.89
2026-02-01 21:45:00,102.73
2026-02-01 22:00:00,117.99
2026-02-01 22:15:00,113.39
2026-02-01 22:30:00,115.32
2026-02-01 22:45:00,108.98
2026-02-01 23:00:00,115.13
2026-02-01 23:15:00,106.5
2026-02-01 23:30:00,107.93
2026-02-01 23:45:00,100.91
2026-02-02 00:00:00,101.35
2026-02-02 00:15:00,102.73
2026-02-02 00:30:00,100.57
2026-02-02 00:45:00,96.51
2026-02-02 01:00:00,100.2
2026-02-02 01:15:00,95.26
2026-02-02 01:30:00,99.87
2026-02-02 01:45:00,98.36
2026-02-02 02:00:00,96.82
2026-02-02 02:15:00,96.11
2026-02-02 02:30:00,95.28
2026-02-02 02:45:00,94.63
2026-02-02 03:00:00,93.93
2026-02-02 03:15:00,91.66
2026-02-02 03:30:00,91.56
2026-02-02 03:45:00,91.25
2026-02-02 04:00:00,92.26
2026-02-02 04:15:00,92.73
2026-02-02 04:30:00,93.04
2026-02-02 04:45:00,93.97
2026-02-02 05:00:00,95.1
2026-02-02 05:15:00,92.02
2026-02-02 05:30:00,97.17
2026-02-02 05:45:00,100.86
2026-02-02 06:00:00,92.78
2026-02-02 06:15:00,105.86
2026-02-02 06:30:00,115.93
2026-02-02 06:45:00,121.34
2026-02-02 07:00:00,116.98
2026-02-02 07:15:00,122.99
2026-02-02 07:30:00,139.83
2026-02-02 07:45:00,130.19
