datetime,mw_consumption,spot_price_eur_mwh,is_holiday,is_school_holiday,holiday_name,hour,day_of_week,month,day_of_month,is_weekend
2026-02-14 07:00:00,56872.0,12.22,0,0,,7,5,2,14,1
2026-02-14 08:00:00,60088.0,16.47,0,0,,8,5,2,14,1
2026-02-14 09:00:00,62077.0,34.36,0,0,,9,5,2,14,1
2026-02-14 10:00:00,63206.0,17.0,0,0,,10,5,2,14,1
2026-02-14 11:00:00,64812.0,17.73,0,0,,11,5,2,14,1
2026-02-14 12:00:00,63214.0,16.21,0,0,,12,5,2,14,1
2026-02-14 13:00:00,61766.0,12.85,0,0,,13,5,2,14,1
2026-02-14 14:00:00,61241.0,4.72,0,0,,14,5,2,14,1
2026-02-14 15:00:00,60115.0,4.68,0,0,,15,5,2,14,1
2026-02-14 16:00:00,60750.0,3.08,0,0,,16,5,2,14,1
2026-02-14 17:00:00,64808.0,0.0,0,0,,17,5,2,14,1
2026-02-14 18:00:00,67460.0,57.0,0,0,,18,5,2,14,1
2026-02-14 19:00:00,65306.0,126.66,0,0,,19,5,2,14,1
2026-02-14 20:00:00,63076.0,126.92,0,0,,20,5,2,14,1
2026-02-14 21:00:00,63599.0,84.0,0,0,,21,5,2,14,1
2026-02-14 22:00:00,64213.0,82.47,0,0,,22,5,2,14,1
2026-02-14 23:00:00,62867.0,99.0,0,0,,23,5,2,14,1
2026-02-15 00:00:00,61056.0,106.97,0,0,,0,6,2,15,1
2026-02-15 01:00:00,59323.0,71.2,0,0,,1,6,2,15,1
2026-02-15 02:00:00,56876.0,45.04,0,0,,2,6,2,15,1
2026-02-15 03:00:00,55615.0,0.0,0,0,,3,6,2,15,1
2026-02-15 04:00:00,55756.0,0.0,0,0,,4,6,2,15,1
2026-02-15 05:00:00,56239.0,37.04,0,0,,5,6,2,15,1
2026-02-15 06:00:00,57525.0,24.26,0,0,,6,6,2,15,1
2026-02-15 07:00:00,59283.0,21.58,0,0,,7,6,2,15,1
2026-02-15 08:00:00,61707.0,28.35,0,0,,8,6,2,15,1
2026-02-15 09:00:00,63640.0,0.0,0,0,,9,6,2,15,1
2026-02-15 10:00:00,65022.0,2.01,0,0,,10,6,2,15,1
2026-02-15 11:00:00,66842.0,0.03,0,0,,11,6,2,15,1
2026-02-15 12:00:00,64924.0,46.59,0,0,,12,6,2,15,1
2026-02-15 13:00:00,62943.0,48.37,0,0,,13,6,2,15,1
2026-02-15 14:00:00,61974.0,26.4,0,0,,14,6,2,15,1
2026-02-15 15:00:00,61264.0,1.46,0,0,,15,6,2,15,1
2026-02-15 16:00:00,61468.0,0.0,0,0,,16,6,2,15,1
2026-02-15 17:00:00,64723.0,8.69,0,0,,17,6,2,15,1
2026-02-15 18:00:00,66775.0,12.0,0,0,,18,6,2,15,1
2026-02-15 19:00:00,63863.0,8.0,0,0,,19,6,2,15,1
2026-02-15 20:00:00,61106.0,8.44,0,0,,20,6,2,15,1
2026-02-15 21:00:00,60580.0,9.66,0,0,,21,6,2,15,1
2026-02-15 22:00:00,60222.0,8.44,0,0,,22,6,2,15,1
2026-02-15 23:00:00,58405.0,3.78,0,0,,23,6,2,15,1
